"","INSPECTION_DATE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","INSPECTION_PATHWAY","ORIGIN","SUBCATEGORY","INSPECTION_LOCATION_STATE_CODE","DETERMINATION_TYPE","PEST_TAXONOMIC_NAME","QUARANTINE_RECOMMENDATION","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_REQUEST_ID","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","PEST_TAXON_ID","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","PEST_TAXON_SIMPLE_NAME","ID_AUTHORITY","DETERMINATION_TYPE_ID","DETERMINED_BY_GROUP_ID","DETERMINATION_DATETIME","QUARANTINE_STATUS_HAWAII","QUARANTINE_STATUS_PUERTO_RICO","QUARANTINE_STATUS_CONUS","ID","DIAGNOSTIC_DETERMINATION_NOT_POSSIBLE_REASON"
"107","2024-04-04","Begonia atricha  (Begoniaceae)","Begonia atricha  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"108","2024-04-04","Begonia atricha  (Begoniaceae)","Begonia atricha  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"109","2019-11-20","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Mail - PIS Mail","Guam","PIS","HI","Final ID","Nematoda","No Phytosanitary Action",216888,107809,NA,NA,NA,NA,NA,468,NA,NA,NA,NA,9488,"Animalia","Nematoda",NA,NA,NA,NA,NA,"Nematoda","Earned - Final",5887,17411,"2019-11-21 09:40:20.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"110","2019-11-20","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Mail - PIS Mail","Guam","PIS","HI","Final ID","Meloidogyne javanica (Treub) Chitwood (Meloidogynidae)","No Phytosanitary Action",216879,107805,NA,NA,NA,NA,NA,4,NA,NA,10,NA,9587,"Animalia","Nematoda","Chromadorea","Rhabditida","Meloidogynidae","Meloidogyne","javanica","javanica","Earned - Final",5887,17412,"2019-11-26 09:58:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"111","2025-08-04","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Scatella sp. (Ephydridae)","No Phytosanitary Action",1819274,855991,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3127,"Animalia","Arthropoda","Insecta","Diptera","Ephydridae","Scatella",NA,"Scatella","Earned - Final",5887,17412,"2025-08-04 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"112","2024-04-04","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"113","2024-04-04","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"114","2021-03-03","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Uganda","PIS","GA","Final ID","Lagria villosa Fabricius  (Tenebrionidae)","Phytosanitary Action",688244,318828,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2355,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Lagria","villosa","villosa","Earned - Final",5887,17412,"2021-03-04 05:00:00.0000000","Uncategorized","Uncategorized","Quarantine",NA,NA
"115","2022-12-28","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","CA","Final ID","Psocoptera","No Phytosanitary Action",1140466,535260,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7992,"Animalia","Arthropoda","Insecta","Psocoptera",NA,NA,NA,"Psocoptera","Earned - Final",5887,17411,"2022-12-28 08:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"116","2022-09-23","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Bacteria","Phytosanitary Action",1082310,507591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9690,"Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Earned - Final",5887,17412,"2022-09-27 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"117","2021-10-29","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Hong Kong","PIS","WA","Final ID","Tetranychidae","Phytosanitary Action",858521,402275,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,288,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae",NA,NA,"Tetranychidae","Earned - Final",5887,17412,"2021-10-29 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"118","2023-06-02","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Pseudococcidae","Phytosanitary Action",1241578,582440,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2023-06-02 07:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"119","2016-09-07","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",679013,314866,0,0,0,0,0,0,0,0,1,0,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua","exigua","Earned - Final",5887,17411,"2016-09-08 00:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"120","2024-02-13","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Thripidae","Phytosanitary Action",1429574,679651,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8105,"Animalia","Arthropoda","Insecta","Thysanoptera","Thripidae",NA,NA,"Thripidae","Earned - Final",5887,17411,"2024-02-13 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"121","2021-07-07","Begonia maculata - Begonia maculata","Begonia maculata","Airport - Aircraft - Cargo - PIS","Dominican Republic","PIS","FL","Final ID","Acari","Phytosanitary Action",771268,359699,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,33997,"Animalia","Arthropoda","Arachnida",NA,NA,NA,NA,"Acari","Earned - Final",5887,17411,"2021-07-07 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"122","2024-05-29","Begonia atricha  (Begoniaceae)","Begonia atricha  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Acaridae","No Phytosanitary Action",1512144,718387,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Earned - Final",5887,17411,"2024-05-31 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"123","2024-05-29","Begonia atricha  (Begoniaceae)","Begonia atricha  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Acaridae","No Phytosanitary Action",1512145,718388,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Earned - Final",5887,17411,"2024-05-31 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"124","2022-01-31","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","GA","Final ID","Cryptophilus sp. (Erotylidae)","No Phytosanitary Action",919881,432300,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2857,"Animalia","Arthropoda","Insecta","Coleoptera","Erotylidae","Cryptophilus",NA,"Cryptophilus","Conferred - Final",5887,17411,"2022-02-03 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"125","2017-07-10","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Pseudococcidae","Phytosanitary Action",586159,273202,0,NA,NA,NA,NA,0,NA,NA,5,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2017-07-11 00:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"126","2025-01-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Staphylinidae","No Phytosanitary Action",1666928,788302,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2985,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA,"Staphylinidae","Earned - Final",5887,17412,"2025-01-15 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"127","2025-03-07","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","NY","Final ID","Oribatida","No Phytosanitary Action",1704341,804745,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2025-03-07 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"128","2025-01-17","Begonia vankerckhovenii  (Begoniaceae)","Begonia vankerckhovenii  (Begoniaceae)","Airport - Aircraft - Cargo - PIS","India","PIS","CA","Final ID","Histiostomatidae","No Phytosanitary Action",1668695,789167,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,146,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Histiostomatidae",NA,NA,"Histiostomatidae","Earned - Final",5887,17411,"2025-01-17 08:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"129","2025-02-26","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","CA","Final ID","Eriophyidae","Phytosanitary Action",1698252,802060,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,191,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae",NA,NA,"Eriophyidae","Earned - Final",5887,17412,"2025-02-26 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"130","2025-02-26","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","CA","Final ID","Oxalis sp. (Oxalidaceae)","No Phytosanitary Action",1698255,802061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29272,"Plantae",NA,"Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis",NA,"Oxalis","Conferred - Final",5887,17411,"2025-02-27 08:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"131","2020-02-24","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Brazil","PIS","GA","Final ID","Trichopria sp. (Diapriidae)","No Phytosanitary Action",175200,89281,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6719,"Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae","Trichopria",NA,"Trichopria","Earned - Final",5887,17412,"2020-02-24 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"132","2021-07-06","Begonia boliviensis - Begonia boliviensis","Begonia boliviensis","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","NJ","Final ID","Bdellidae","No Phytosanitary Action",773334,359373,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,171,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae",NA,NA,"Bdellidae","Earned - Final",5887,17411,"2021-07-09 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"133","2025-01-05","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Macrocheles sp. (Macrochelidae)","No Phytosanitary Action",1661341,785779,1,NA,NA,0,NA,NA,NA,NA,0,NA,71,"Animalia","Arthropoda","Arachnida","Mesostigmata","Macrochelidae","Macrocheles",NA,"Macrocheles","Earned - Final",5887,17412,"2025-01-06 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"134","2023-09-05","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","GA","Final ID","Aulacorthum solani (Kaltenbach)  (Aphididae)","No Phytosanitary Action",1305372,611425,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5357,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Aulacorthum","solani","solani","Earned - Final",5887,17412,"2023-09-05 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"135","2019-11-25","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Brazil","PIS","GA","Final ID","Lagria sp. (Tenebrionidae)","Phytosanitary Action",214760,106878,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2354,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Lagria",NA,"Lagria","Earned - Final",5887,17412,"2019-11-25 12:32:35.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"136","2023-02-13","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","CA","Final ID","Tarsonemus sp. (Tarsonemidae)","No Phytosanitary Action",1172777,550313,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,254,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tarsonemidae","Tarsonemus",NA,"Tarsonemus","Earned - Final",5887,17411,"2023-02-16 08:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"137","2023-02-13","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","CA","Final ID","Tarsonemus sp. (Tarsonemidae)","No Phytosanitary Action",1172778,550312,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,254,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tarsonemidae","Tarsonemus",NA,"Tarsonemus","Earned - Final",5887,17411,"2023-02-16 08:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"138","2023-02-13","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","CA","Final ID","Diaspididae","Phytosanitary Action",1172703,550311,NA,NA,NA,NA,NA,0,NA,NA,2,NA,5664,"Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae",NA,NA,"Diaspididae","Earned - Final",5887,17412,"2023-02-16 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"139","2023-12-07","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Aphididae","Phytosanitary Action",1365471,639773,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5321,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA,"Aphididae","Earned - Final",5887,17411,"2023-12-07 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"140","2024-04-04","Begonia baik  (Begoniaceae)","Begonia baik  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"141","2024-04-04","Begonia baik  (Begoniaceae)","Begonia baik  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"142","2024-04-04","Begonia baik  (Begoniaceae)","Begonia baik  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"143","2024-04-04","Begonia baik  (Begoniaceae)","Begonia baik  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"144","2025-02-26","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Dominican Republic","PIS","FL","Final ID","Succinea sp. (Succineidae)","No Phytosanitary Action",1696613,801527,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9130,"Animalia","Mollusca","Gastropoda","Stylommatophora","Succineidae","Succinea",NA,"Succinea","Earned - Final",5887,17411,"2025-02-26 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"145","2021-12-28","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","NY","Final ID","Acaridae","No Phytosanitary Action",898382,421627,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Conferred - Final",5887,17411,"2021-12-29 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"146","2024-10-07","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Insecta","No Phytosanitary Action",1603272,759195,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,364,"Animalia","Arthropoda","Insecta",NA,NA,NA,NA,"Insecta","Conferred - Final",5887,17411,"2024-10-08 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"147","2024-10-07","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Pseudococcidae","Phytosanitary Action",1603247,759197,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2024-10-08 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"148","2024-10-07","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Lepidoptera","Phytosanitary Action",1603585,759198,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6776,"Animalia","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,"Lepidoptera","Earned - Final",5887,17412,"2024-10-08 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"149","2017-01-20","Begonia sp. - Begonia","Begonia sp.","Airport - Aircraft - Cargo - CBP","Peru","CBP","FL","Final ID","Pseudococcidae","Phytosanitary Action",659813,306200,0,0,0,0,0,0,0,0,1,0,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2017-01-21 00:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"150","2024-07-18","Begonia amphioxus  (Begoniaceae)","Begonia amphioxus  (Begoniaceae)","Airport - Aircraft - Cargo - PIS","India","PIS","CA","Final ID","Mesostigmata","No Phytosanitary Action",1548163,734249,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,42,"Animalia","Arthropoda","Arachnida","Mesostigmata",NA,NA,NA,"Mesostigmata","Earned - Final",5887,17411,"2024-07-19 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"151","2025-07-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","TX","Final ID","Bacteria","Phytosanitary Action",1804544,849723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9690,"Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Earned - Final",5887,17412,"2025-07-15 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"152","2025-07-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","TX","Final ID","Bacteria","Phytosanitary Action",1804545,849695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9690,"Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Earned - Final",5887,17412,"2025-07-15 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"153","2025-07-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","TX","Final ID","Curvularia lunata (Wakker) Boedijn (Pleosporaceae)","No Phytosanitary Action",1804798,849925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10341,"Fungi",NA,"Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","lunata","lunata","Earned - Final",5887,17411,"2025-07-16 05:00:00.0000000","Uncategorized","Uncategorized","Non-Quarantine",NA,NA
"154","2025-07-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","TX","Final ID","Tetranychus (Tetranychus) sp. (Tetranychidae)","Phytosanitary Action",1804234,849672,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,311,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus",NA,"Tetranychus","Earned - Final",5887,17411,"2025-07-15 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"155","2025-07-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Philippines","PIS","TX","Final ID","Colletotrichum sp. (Glomerellaceae)","Phytosanitary Action",1804823,849725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10815,"Fungi",NA,"Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"Colletotrichum","Earned - Final",5887,17412,"2025-07-16 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"156","2024-08-21","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","NY","Final ID","Acentropinae","Phytosanitary Action",1571876,744676,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7400,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae",NA,NA,"Acentropinae","Earned - Final",5887,17412,"2024-08-22 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"157","2024-08-21","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","NY","Final ID","Assimineidae","No Phytosanitary Action",1571750,744673,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8550,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Assimineidae",NA,NA,"Assimineidae","Earned - Final",5887,17412,"2024-08-22 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"158","2024-10-11","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","WA","Final ID","Colletotrichum sp. (Glomerellaceae)","Phytosanitary Action",1608113,761565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10815,"Fungi",NA,"Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"Colletotrichum","Earned - Final",5887,17411,"2024-10-15 07:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"159","2018-12-24","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","NJ","Final ID","Pseudococcidae","Phytosanitary Action",367520,175372,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2018-12-26 08:31:46.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"160","2018-12-24","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","NJ","Final ID","Diaphania nitidalis (Cramer) (Crambidae)","No Phytosanitary Action",367534,175379,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7466,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diaphania","nitidalis","nitidalis","Earned - Final",5887,17411,"2018-12-26 08:29:55.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
